"","X1","ID","weights","consq","branches","crit","facts","cong_courts","vote_duty","vote_2020","vote_house","yrs_sen","sen_diff","vote_2012","vote_sen","reg","ss","school","welfare","highway","poor","healthcare","tax_mill","ubi","red_ineq","min_wage","chance_life","job_gov","fair","reduce_extra","state","wy","ny","cong_dist","census_region","county","zip","sex","race","hisp","born","class","fs","educ","income","age","black","white","amind","asian","pi","black_favors","blm","black_deserve","black_try","slave","vote_2012_choice","dem_feel","rep_feel","lib_con_spec","lib_con_binary","int_camp","int_pol","int_med","party_reg","party_id","strong_weak","ind","seven_point","partisanship","lib_pca1","rr_pca1","pol_pca1","redist_pca1","spend_pca1","lib_pca1_scaled","redist_pca1_scaled","spend_pca1_scaled","rr_pca1_scaled","pol_pca1_scaled"
"249",249,NA,1.41760858267013,5,5,5,5,3,1,NA,NA,NA,15,1,NA,1,2,3,2,3,3,2,3,3,3,4,4,4,2,6,12,0,0,19,3,NA,NA,2,1,0,1,3,0,NA,NA,80,0,1,0,0,0,2,85,2,2,4,1,85,15,5,NA,2,3,3,1,1,1,NA,1,70,1.10393827257458,-0.657883933243365,0.185568193548252,0.765570048809224,0.63392441702595,1.10435909199692,0.778508191235025,0.634289557163895,-0.658069390093834,0.18559461265977
"250",250,NA,0.783103457456957,5,4,4,4,3,NA,1,1,3,3,1,NA,1,1,3,1,1,1,NA,3,2,3,3,4,3,2,6,55,0,0,1,2,NA,NA,1,1,0,1,3,0,7,17,60,0,1,0,0,0,5,70,4,4,2,1,85,30,4,1,3,2,2,1,1,1,NA,1,55,0.323657901142649,1.35359225414579,-1.17896071199305,0.00110981819525405,-1.30628686442574,0.323781278993005,0.00112857413522225,-1.30703928498734,1.35397383050537,-1.17912855915441
"251",251,NA,NA,5,5,3,4,3,NA,NA,NA,10,4,1,NA,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,6,NA,NA,6,0,0,31,4,NA,NA,2,3,1,1,NA,NA,7,17,28,0,0,1,0,0,NA,NA,NA,NA,NA,1,85,50,3,NA,3,NA,NA,1,1,1,NA,1,35,0.0227548988776589,0,0,0.506800522207905,1.21871791328657,0.0227635730070367,0.515365456726954,1.21941989417739,4.82707614439631e-17,1.10714582678795e-16
"252",252,NA,0.866360756711196,5,4,3,5,2,NA,1,1,8,2,0,NA,1,1,3,3,2,3,NA,3,1,3,4,3,7,2,7,12,0,0,21,3,NA,NA,2,3,1,0,1,1,2,12,46,0,0,1,0,0,5,100,3,2,4,NA,85,30,NA,2,2,3,2,1,1,2,NA,2,55,0.502132268044597,0.512268992869226,-0.505168755763859,1.46877137979393,1.21871791328657,0.502323680024984,1.4935936326136,1.21941989417739,0.512413401007515,-0.50524067600751
"253",253,NA,0.446379198707568,5,5,5,4,3,NA,1,1,2,4,1,NA,1,2,3,3,2,3,1,3,3,3,3,2,6,1,7,4,0,0,1,4,NA,NA,2,1,0,1,4,1,7,12,66,0,1,0,0,0,2,100,2,2,5,1,100,0,2,NA,3,3,3,1,1,1,NA,1,100,0.624560903407639,-0.657883933243365,0.185568193548252,0.704311149179958,1.21871791328657,0.624798984978973,0.716214015513801,1.21941989417739,-0.658069390093834,0.18559461265977
"254",254,NA,NA,4,4,5,5,3,NA,NA,NA,NA,15,1,NA,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,0,4,3,NA,NA,1,2,0,1,NA,NA,1,1,63,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,2,2,2,NA,6,0,0.486618315540124,0,0,0,1.21871791328657,0.486803813627775,-2.85825663801539e-17,1.21941989417739,4.82707614439631e-17,1.10714582678795e-16
"255",255,NA,0.965855742426348,2,2,2,2,1,1,1,0,8,2,0,NA,1,2,2,2,2,2,2,3,1,3,4,4,4,2,6,6,0,0,38,4,NA,NA,2,1,0,1,1,0,4,1,38,0,1,0,0,0,4,40,4,4,2,NA,NA,NA,4,1,2,3,3,3,3,NA,2,4,0,-3.08886271282456,0.963541278774928,0.185568193548252,0.765570048809224,-0.646346866118733,-3.09004018212226,0.778508191235025,-0.646719161580963,0.963812900138255,0.18559461265977
"256",256,NA,1.76373547165749,5,5,1,4,3,NA,1,1,2,4,0,1,1,3,2,1,2,2,3,2,2,1,3,3,1,2,1,48,0,0,27,3,NA,NA,2,1,0,1,2,1,4,5,59,0,1,0,0,0,5,20,5,4,2,NA,0,60,6,NA,3,3,3,2,2,2,NA,6,NA,-0.579051105652321,1.35359225414579,0.185568193548252,-1.53426826141969,-1.23114036237936,-0.5792718389649,-1.56019741227467,-1.23184949859446,1.35397383050537,0.18559461265977
"257",257,NA,0.357398291220459,5,5,5,4,3,NA,1,1,6,0,1,NA,1,1,1,1,3,2,NA,1,2,1,1,4,2,3,2,6,0,0,48,4,NA,NA,1,1,0,1,3,0,7,16,64,0,1,0,0,0,2,60,3,3,4,2,30,40,6,NA,3,3,3,5,5,NA,1,NA,NA,0.624560903407639,-0.237222302605082,0.185568193548252,-2.35998739166292,-1.83370275292851,0.624798984978973,-2.3998712050957,-1.83475896477044,-0.237289175344906,0.18559461265977
"258",258,NA,0.173134277349832,5,5,4,4,3,NA,1,1,6,0,1,NA,1,3,2,2,2,2,NA,1,2,1,3,2,2,2,1,39,0,0,12,2,NA,NA,1,1,0,1,2,1,7,2,72,0,1,0,0,0,5,0,4,4,4,2,0,85,7,NA,3,4,4,2,2,1,NA,7,NA,0.323657901142649,1.35359225414579,1.55009709908956,-1.29986781775812,-0.646346866118733,0.323781278993005,-1.32183559848181,-0.646719161580963,1.35397383050537,1.55031778447395
"259",259,NA,0.308751064686288,5,5,5,4,3,NA,1,1,4,2,1,NA,1,3,3,3,3,3,3,3,1,3,4,5,6,1,7,53,0,0,3,4,NA,NA,1,1,0,1,2,0,6,1,68,0,1,0,0,0,1,95,1,1,5,1,75,0,1,NA,3,4,4,3,3,NA,3,3,75,0.624560903407639,-1.46859653925251,1.55009709908956,1.23437093613236,1.21871791328657,0.624798984978973,1.25523181882074,1.21941989417739,-1.46901053520988,1.55031778447395
"260",260,NA,1.29734809671557,3,2,3,3,3,1,NA,NA,5,1,0,NA,1,1,1,1,1,1,NA,3,2,2,4,4,4,2,4,12,0,0,22,3,NA,NA,2,1,0,1,2,1,2,5,28,0,1,0,0,0,3,85,3,3,3,NA,0,40,4,2,2,1,1,1,1,2,NA,2,NA,-1.69126238435818,0.152828672765782,-2.54348961753436,0.232281452663322,-2.51141164552404,-1.6919070907492,0.236207011822937,-2.51285821733932,0.152871755022211,-2.54385173096859
"261",261,NA,0.655254572680434,5,5,4,4,3,NA,1,1,4,2,0,1,1,3,3,3,2,3,3,3,1,3,4,5,7,1,7,17,0,0,7,2,NA,NA,1,1,0,1,3,1,3,9,27,0,1,0,0,0,1,100,1,1,5,NA,70,15,2,NA,1,2,2,1,1,2,NA,2,55,0.323657901142649,-1.46859653925251,-1.17896071199305,1.46877137979393,1.21871791328657,0.323781278993005,1.4935936326136,1.21941989417739,-1.46901053520988,-1.17912855915441
"262",262,NA,0.715930850631796,5,5,5,5,3,NA,1,1,6,0,1,NA,1,3,3,3,3,3,3,3,1,3,4,5,7,1,7,24,0,0,3,3,NA,NA,2,1,0,1,3,0,6,18,62,0,1,0,0,0,1,100,1,1,5,1,85,0,2,NA,3,4,4,1,1,1,NA,1,85,1.10393827257458,-1.46859653925251,1.55009709908956,1.46877137979393,1.21871791328657,1.10435909199692,1.4935936326136,1.21941989417739,-1.46901053520988,1.55031778447395
"263",263,NA,0.431032340872333,5,5,4,4,3,3,1,1,6,0,1,1,1,2,2,2,2,2,NA,3,2,1,3,3,2,2,1,48,0,0,8,3,NA,NA,1,1,0,1,3,0,8,15,70,0,1,0,0,0,3,30,3,3,2,2,15,80,5,NA,2,2,2,2,2,2,NA,6,NA,0.323657901142649,0.152828672765782,-1.17896071199305,-1.29986781775812,-0.646346866118733,0.323781278993005,-1.32183559848181,-0.646719161580963,0.152871755022211,-1.17912855915441
"264",264,NA,0.988771373643938,4,2,4,3,1,NA,1,1,20,14,1,NA,1,3,3,2,3,2,2,3,2,3,4,4,6,2,6,8,0,0,1,4,NA,NA,2,1,0,1,3,0,5,8,29,0,1,0,0,0,4,100,1,2,5,1,95,25,2,NA,2,3,3,1,1,1,NA,1,70,-0.773039425058741,0.122218017498362,0.185568193548252,1.23437093613236,-0.0437844755695834,-0.773334106394086,1.25523181882074,-0.0438096954049769,0.122252470640399,0.18559461265977
"265",265,NA,6.61387546109987,5,5,4,5,3,NA,1,1,4,2,1,NA,1,3,3,3,3,3,3,3,1,3,4,5,7,1,7,36,0,1,5,1,NA,NA,1,2,0,0,3,0,1,13,62,1,0,0,0,0,3,100,2,1,4,1,85,0,NA,2,3,1,3,1,1,1,NA,1,85,0.803035270309587,-0.688494588510784,-1.16201571891013,1.46877137979393,1.21871791328657,0.803341386010952,1.4935936326136,1.21941989417739,-0.688688674475645,-1.16218115363403
"266",266,NA,3.02188619838642,4,4,3,3,3,NA,1,0,4,2,1,NA,1,3,2,1,2,2,NA,3,2,3,4,4,3,2,6,42,0,0,8,1,NA,NA,2,1,0,1,2,0,6,19,60,0,1,0,0,0,4,50,3,4,2,1,50,50,NA,1,2,3,3,3,3,NA,2,4,0,-1.07394242732373,0.963541278774928,0.185568193548252,0.531169605147656,-1.23114036237936,-1.07435181238005,0.540146377442165,-1.23184949859446,0.963812900138255,0.18559461265977
"267",267,NA,0.97321310049644,5,5,4,4,3,NA,1,1,7,1,1,1,1,3,1,1,3,1,NA,1,2,1,1,1,1,5,1,37,0,0,5,3,NA,NA,2,1,0,1,3,0,7,17,69,0,1,0,0,0,5,0,5,4,1,2,0,70,6,NA,3,3,3,3,3,NA,1,5,NA,0.323657901142649,1.35359225414579,0.185568193548252,-2.59438783532449,-2.51141164552404,0.323781278993005,-2.63823301888856,-2.51285821733932,1.35397383050537,0.18559461265977
"268",268,NA,1.01081256536702,5,5,5,5,3,NA,1,0,6,0,1,NA,1,3,3,3,3,3,3,3,3,3,4,5,7,1,7,6,0,0,14,4,NA,NA,NA,1,0,1,3,0,8,21,58,0,1,0,0,0,1,100,1,1,5,1,100,0,4,1,3,3,3,1,1,1,NA,1,100,1.10393827257458,-1.46859653925251,0.185568193548252,1.46877137979393,1.21871791328657,1.10435909199692,1.4935936326136,1.21941989417739,-1.46901053520988,0.18559461265977
"269",269,NA,0.657215673448842,4,4,3,3,1,NA,1,1,6,0,1,1,1,3,3,1,2,1,3,2,2,2,3,3,4,2,4,13,0,0,3,3,NA,NA,2,1,0,1,2,0,3,14,47,0,1,0,0,0,5,0,5,4,3,2,15,70,5,NA,3,4,3,2,2,1,NA,7,NA,-1.07394242732373,1.35359225414579,0.859360149777445,-0.29777833428908,-1.30628686442574,-1.07435181238005,-0.302810791484006,-1.30703928498734,1.35397383050537,0.85948249580667
"270",270,NA,0.610004224624248,5,4,2,4,1,NA,1,1,4,2,1,NA,1,3,3,1,2,3,1,3,1,3,4,4,4,2,6,29,0,0,5,2,NA,NA,2,1,0,1,3,0,6,11,53,0,1,0,0,0,3,60,4,2,3,2,40,85,4,2,3,2,3,2,2,1,NA,7,NA,-0.278148103387331,-0.267832957872501,-0.488223762680942,0.765570048809224,0.0491309207653262,-0.278254132978931,0.778508191235025,0.0491592201504009,-0.267908459726717,-0.488293270487131
"271",271,NA,0.288420638374502,4,5,5,4,1,1,1,1,4,2,0,NA,1,3,3,2,3,2,3,3,1,3,4,2,3,1,6,12,0,0,10,3,NA,NA,1,1,0,1,4,0,6,9,72,0,1,0,0,0,4,100,3,3,3,NA,85,40,NA,1,2,3,3,3,3,NA,3,3,45,0.0072409463731869,0.542879648136645,0.185568193548252,0.531169605147656,-0.0437844755695834,0.00724370660982862,0.540146377442165,-0.0438096954049769,0.543032685389327,0.18559461265977
"272",272,NA,0.469055564711423,5,5,5,4,3,3,1,1,4,2,1,1,1,3,3,2,2,2,1,3,3,3,4,4,5,2,7,21,0,0,4,3,NA,NA,2,1,0,1,2,1,3,4,35,0,1,0,0,0,2,60,2,2,4,1,73,27,2,NA,3,3,3,1,1,1,NA,1,46,0.624560903407639,-0.657883933243365,0.185568193548252,0.999970492470792,-0.0437844755695834,0.624798984978973,1.01687000502788,-0.0438096954049769,-0.658069390093834,0.18559461265977
"273",273,NA,0.317723621183656,5,5,3,4,3,3,1,1,6,0,1,1,1,2,2,1,3,1,1,3,2,2,4,5,2,1,4,26,0,0,1,2,NA,NA,2,1,0,1,3,0,6,6,62,0,1,0,0,0,5,60,3,1,2,2,0,70,7,NA,2,3,2,2,2,1,NA,7,NA,0.0227548988776589,0.0916073622309428,-0.505168755763859,-0.236519434659814,-1.90884925497489,0.0227635730070367,-0.240516615762783,-1.90994875116333,0.0916331862585876,-0.50524067600751
"274",274,NA,0.64169315285798,5,5,5,4,3,NA,0,1,4,2,1,NA,1,3,3,3,3,3,1,3,3,2,4,5,NA,1,4,6,0,0,49,4,NA,NA,2,1,0,1,4,0,5,NA,73,0,1,0,0,0,1,70,2,1,5,1,85,0,2,NA,3,4,4,1,1,1,NA,1,85,0.624560903407639,-1.46859653925251,1.55009709908956,0.194281817778552,1.21871791328657,0.624798984978973,0.197565182681701,1.21941989417739,-1.46901053520988,1.55031778447395
"275",275,NA,1.12676855483406,5,5,5,3,1,3,NA,NA,6,0,0,NA,0,3,3,3,3,3,3,3,1,1,4,1,1,1,1,18,0,0,4,2,NA,NA,1,1,0,1,3,1,3,11,28,0,1,0,0,0,3,100,1,1,5,NA,0,100,7,NA,3,4,4,2,2,1,NA,7,NA,0.145183534240702,-0.688494588510784,1.55009709908956,-1.00420847446728,1.21871791328657,0.145238877961026,-1.02117960896773,1.21941989417739,-0.688688674475645,1.55031778447395
"276",276,NA,0.341132458430971,2,4,3,3,2,NA,1,1,6,0,1,NA,1,2,2,1,2,2,1,2,2,1,3,1,1,5,1,42,0,0,6,1,NA,NA,2,1,0,1,3,0,6,20,57,0,1,0,0,0,5,15,5,4,2,1,40,85,4,2,3,3,3,2,2,2,NA,6,NA,-2.30858234139263,1.35359225414579,0.185568193548252,-1.53426826141969,-1.23114036237936,-2.30946236911834,-1.56019741227467,-1.23184949859446,1.35397383050537,0.18559461265977
"277",277,NA,0.728306511325325,5,5,5,5,1,2,NA,NA,6,0,1,NA,1,3,3,2,3,2,2,3,1,3,3,3,6,3,6,21,0,0,4,3,NA,NA,1,1,0,1,2,0,8,19,29,0,1,0,0,0,3,50,3,3,4,1,0,0,5,NA,2,4,4,1,1,2,NA,2,0,1.10393827257458,0.152828672765782,1.55009709908956,0.704311149179958,-0.0437844755695834,1.10435909199692,0.716214015513801,-0.0438096954049769,0.152871755022211,1.55031778447395
"278",278,NA,0.541553305404706,4,4,5,4,3,3,1,1,6,0,1,NA,1,2,1,2,3,3,3,3,1,3,4,3,4,2,7,18,0,0,7,2,NA,NA,1,1,0,1,2,1,3,5,39,0,1,0,0,0,2,50,4,3,3,5,50,50,3,NA,3,4,4,3,3,NA,2,4,0,0.0072409463731869,-0.237222302605082,1.55009709908956,0.765570048809224,-0.571200364072349,0.00724370660982862,0.778508191235025,-0.571529375188076,-0.237289175344906,1.55031778447395
"279",279,NA,1.83875801228006,5,4,1,1,1,NA,1,1,6,0,1,NA,1,3,3,1,2,3,NA,3,1,3,4,4,6,1,6,53,0,0,3,4,NA,NA,2,6,0,1,1,1,7,15,55,0,0,0,0,0,2,88,1,1,5,1,100,15,2,NA,2,3,3,1,1,1,NA,1,85,-2.01718321315313,-1.07854556388165,0.185568193548252,1.23437093613236,0.0491309207653262,-2.01795216001874,1.25523181882074,0.0491592201504009,-1.07884960484276,0.18559461265977
"280",280,NA,0.616784090313434,4,4,3,3,3,3,1,1,8,2,0,NA,1,2,3,2,2,2,NA,3,2,1,4,4,4,2,2,39,0,0,6,2,NA,NA,2,1,0,1,2,1,2,3,42,0,1,0,0,0,2,85,3,1,4,NA,60,40,4,1,3,3,3,3,3,NA,2,4,20,-1.07394242732373,-1.07854556388165,0.185568193548252,-0.301007143482581,-0.0437844755695834,-1.07435181238005,-0.306094167589152,-0.0438096954049769,-1.07884960484276,0.18559461265977
"281",281,NA,0.735215202306787,5,5,2,4,1,NA,1,1,6,0,1,NA,1,3,3,1,3,3,NA,1,2,2,4,3,1,4,4,42,0,0,12,1,NA,NA,2,1,0,1,3,0,3,13,67,0,1,0,0,0,5,0,5,2,2,2,0,100,7,NA,3,3,3,2,2,1,NA,7,NA,-0.278148103387331,0.512268992869226,0.185568193548252,-0.470919878321382,0.0491309207653262,-0.278254132978931,-0.478878429555642,0.0491592201504009,0.512413401007515,0.18559461265977
"282",282,NA,0.789070831496418,5,5,5,5,3,NA,1,1,4,2,0,NA,1,2,3,2,2,3,NA,1,2,1,3,5,2,2,3,6,0,0,25,4,NA,NA,1,1,0,1,3,0,6,22,58,0,1,0,0,0,4,60,2,4,4,NA,0,70,6,NA,3,3,3,3,3,NA,1,5,NA,1.10393827257458,0.963541278774928,0.185568193548252,-1.29986781775812,0.63392441702595,1.10435909199692,-1.32183559848181,0.634289557163895,0.963812900138255,0.18559461265977
"283",283,NA,0.312577495265938,5,5,5,5,3,1,1,1,6,0,1,1,1,3,3,2,2,2,NA,3,2,2,3,4,3,3,4,20,0,0,4,2,NA,NA,1,1,0,1,2,0,6,11,67,0,1,0,0,0,5,40,5,5,1,2,15,60,6,NA,2,2,2,2,2,1,NA,7,NA,1.10393827257458,1.77425388478407,-1.17896071199305,-0.532178777950648,-0.0437844755695834,1.10435909199692,-0.541172605276866,-0.0438096954049769,1.7747540452543,-1.17912855915441
"284",284,NA,0.629443274967485,5,4,1,3,2,NA,1,1,6,0,1,NA,1,2,3,1,2,1,3,1,2,1,3,1,1,4,1,18,0,0,2,2,NA,NA,2,1,0,1,4,0,7,NA,58,0,1,0,0,0,5,0,5,4,1,2,0,100,7,NA,3,2,1,2,2,1,NA,7,NA,-1.05842847481926,1.35359225414579,-1.86969766130516,-1.53426826141969,-1.30628686442574,-1.05883194598285,-1.56019741227467,-1.30703928498734,1.35397383050537,-1.86996384782169
"285",285,NA,1.01489444418623,5,5,5,4,3,3,1,1,6,0,0,1,1,3,3,3,3,3,1,3,1,3,4,4,5,2,7,17,0,0,6,2,NA,NA,1,1,0,1,2,0,6,13,25,0,1,0,0,0,2,80,2,2,4,NA,75,0,2,NA,3,4,4,1,1,2,NA,2,75,0.624560903407639,-0.657883933243365,1.55009709908956,0.999970492470792,1.21871791328657,0.624798984978973,1.01687000502788,1.21941989417739,-0.658069390093834,1.55031778447395
"286",286,NA,0.571141645418965,5,5,5,3,3,1,1,1,2,4,0,1,1,3,3,3,3,3,2,3,3,3,4,5,5,1,7,4,0,0,2,4,NA,NA,2,2,0,1,3,1,7,6,73,1,0,0,0,0,1,85,2,2,4,NA,40,15,2,NA,1,2,2,1,1,2,NA,2,25,0.145183534240702,-1.04793490861423,-1.17896071199305,0.999970492470792,1.21871791328657,0.145238877961026,1.01687000502788,1.21941989417739,-1.04823032046095,-1.17912855915441
"287",287,NA,0.243032921809183,5,5,5,5,3,NA,1,1,4,2,1,1,1,3,3,3,3,3,3,3,3,3,4,5,7,1,7,48,0,0,7,3,NA,NA,2,2,0,1,2,1,7,10,30,1,0,0,0,0,1,100,1,1,5,1,15,0,NA,1,1,1,2,1,1,2,NA,2,15,1.10393827257458,-1.46859653925251,-1.85275266822225,1.46877137979393,1.21871791328657,1.10435909199692,1.4935936326136,1.21941989417739,-1.46901053520988,-1.85301644230131
"288",288,NA,0.725806975415205,4,2,1,4,3,NA,1,1,4,2,1,1,1,3,2,1,3,2,1,3,2,2,4,3,6,4,4,1,0,0,3,3,NA,NA,1,1,0,1,3,0,3,15,38,0,1,0,0,0,5,0,4,5,1,2,0,100,7,NA,2,3,3,2,2,1,NA,7,NA,-1.19637106268677,1.77425388478407,0.185568193548252,0.701082339986458,-1.23114036237936,-1.19682711733404,0.712930639408656,-1.23184949859446,1.7747540452543,0.18559461265977
"289",289,NA,NA,4,4,3,3,3,3,NA,NA,4,2,1,NA,1,3,2,1,2,3,NA,NA,NA,NA,NA,NA,4,NA,NA,48,0,0,6,3,NA,NA,2,1,0,1,NA,NA,4,17,64,0,1,0,0,0,NA,NA,NA,NA,NA,2,15,70,6,NA,3,NA,NA,2,2,1,NA,7,NA,-1.07394242732373,0,0,0.0379996348847694,-0.553431469783823,-1.07435181238005,0.0386418291412352,-0.553750246025585,4.82707614439631e-17,1.10714582678795e-16
"290",290,NA,0.585305220038761,4,4,2,3,3,NA,1,1,6,0,1,1,1,2,3,2,2,2,2,3,2,3,4,5,3,1,5,48,0,0,7,3,NA,NA,2,1,0,1,3,0,6,18,40,0,1,0,0,0,1,70,2,1,4,1,70,20,3,NA,3,3,3,1,1,2,NA,2,50,-1.37484542958872,-1.46859653925251,0.185568193548252,0.531169605147656,-0.0437844755695834,-1.37536951836602,0.540146377442165,-0.0438096954049769,-1.46901053520988,0.18559461265977
"291",291,NA,0.226927916998507,4,5,3,5,3,3,1,1,2,4,1,2,1,3,3,1,2,1,NA,3,2,1,3,4,2,2,3,13,0,0,14,3,NA,NA,2,1,0,1,3,0,6,1,NA,0,1,0,0,0,4,15,4,2,4,2,30,60,5,NA,1,3,3,3,3,NA,2,4,NA,-0.115187688989856,0.122218017498362,0.185568193548252,-1.29986781775812,-1.30628686442574,-0.115231598344161,-1.32183559848181,-1.30703928498734,0.122252470640399,0.18559461265977
"292",292,NA,0.948597711713768,5,5,5,3,2,1,1,1,6,0,1,1,1,2,1,2,1,1,3,1,2,1,1,2,1,2,2,48,0,0,2,3,NA,NA,1,1,0,1,3,0,7,19,51,0,1,0,0,0,4,0,5,5,3,2,1,51,6,NA,2,2,2,3,3,NA,1,5,NA,0.145183534240702,1.38420290941321,-1.17896071199305,-2.59438783532449,-1.92661814926342,0.145238877961026,-2.63823301888856,-1.92772788032582,1.38459311488718,-1.17912855915441
"293",293,NA,0.897449806529504,4,3,3,3,2,NA,1,0,2,4,0,NA,1,3,3,1,3,1,3,3,2,2,4,3,4,2,4,53,0,0,4,4,NA,NA,1,1,0,1,2,0,3,2,61,0,1,0,0,0,3,100,3,3,3,NA,50,50,NA,2,2,3,4,3,3,NA,2,4,0,-1.07394242732373,0.152828672765782,0.876305142860362,0.232281452663322,-1.30628686442574,-1.07435181238005,0.236207011822937,-1.30703928498734,0.152871755022211,0.87642990132705
"294",294,NA,0.966897238807845,5,5,5,5,3,NA,1,1,6,0,1,NA,1,3,3,3,3,3,3,3,2,3,4,5,5,1,7,12,0,0,18,3,NA,NA,1,2,0,0,3,0,3,20,59,1,0,0,0,0,2,100,2,5,5,1,70,30,2,NA,3,4,4,1,1,1,NA,1,40,1.10393827257458,0.604100958671484,1.55009709908956,0.999970492470792,1.21871791328657,1.10435909199692,1.01687000502788,1.21941989417739,0.60427125415295,1.55031778447395
"295",295,NA,0.380358321171641,5,4,4,3,1,NA,1,1,2,4,1,NA,1,2,3,2,3,3,1,3,3,3,3,5,NA,2,6,55,0,0,3,2,NA,NA,2,3,1,1,2,1,6,7,58,0,0,1,0,0,3,90,4,3,3,1,100,0,4,1,3,3,3,3,3,NA,3,3,100,-0.155719468024288,0.152828672765782,0.185568193548252,0.197510626972053,0.63392441702595,-0.155778828024942,0.200848558786847,0.634289557163895,0.152871755022211,0.18559461265977
"296",296,NA,6.616874819517,4,4,4,4,3,NA,NA,NA,6,0,0,NA,1,3,2,2,2,2,NA,3,2,3,NA,3,4,3,6,18,0,0,7,2,NA,NA,1,5,0,0,NA,0,2,10,53,0,0,0,0,1,4,50,5,4,1,NA,50,60,6,NA,1,3,3,3,3,NA,2,4,NA,-0.293662055891803,0.963541278774928,0.185568193548252,0.48450067449569,-0.646346866118733,-0.29377399937614,0.492688741337871,-0.646719161580963,0.963812900138255,0.18559461265977
"297",297,NA,0.209437041465304,5,5,2,4,1,1,1,1,4,2,1,1,1,3,3,3,3,3,NA,3,2,2,4,2,4,2,4,26,0,0,4,2,NA,NA,2,1,0,1,3,1,3,1,75,0,1,0,0,0,4,100,2,4,4,1,100,30,4,2,3,2,2,1,1,1,NA,1,70,-0.278148103387331,0.963541278774928,-1.17896071199305,0.232281452663322,1.21871791328657,-0.278254132978931,0.236207011822937,1.21941989417739,0.963812900138255,-1.17912855915441
"298",298,NA,0.751821197529453,4,3,2,4,3,NA,1,1,4,2,1,1,1,2,3,2,3,3,1,3,2,1,4,4,NA,2,2,26,0,0,14,2,NA,NA,2,1,0,1,3,0,6,19,37,0,1,0,0,0,1,85,4,2,4,1,60,40,3,NA,2,3,3,1,1,2,NA,2,20,-0.895468060421783,-1.04793490861423,0.185568193548252,-0.33900677836735,0.63392441702595,-0.895809411348076,-0.344735996730387,0.634289557163895,-1.04823032046095,0.18559461265977
"299",299,NA,0.419454436247551,4,4,1,3,3,NA,1,1,6,0,1,1,1,2,2,2,2,3,1,1,3,1,3,3,3,3,2,37,0,0,13,3,NA,NA,1,1,0,1,3,0,6,5,77,0,1,0,0,0,4,60,4,4,2,2,60,60,6,NA,2,2,2,3,3,NA,1,5,0,-1.67574843185371,0.963541278774928,-1.17896071199305,-1.06546737409655,0.0313620264768003,-1.67638722435199,-1.08347378468895,0.0313800909879099,0.963812900138255,-1.17912855915441
"300",300,NA,2.56572699216126,NA,NA,NA,NA,2,2,NA,NA,NA,15,0,NA,0,NA,2,NA,NA,NA,NA,2,3,2,NA,3,NA,3,4,13,0,0,8,3,NA,NA,2,1,0,NA,NA,NA,1,NA,NA,0,1,0,0,0,3,50,3,3,3,NA,50,50,NA,2,1,1,1,NA,NA,NA,2,NA,0,0,0.152828672765782,-2.54348961753436,-0.0867875565349816,-0.365948386746066,1.66137520101575e-16,-0.0882542672154522,-0.366159172828489,0.152871755022211,-2.54385173096859
"301",301,NA,0.631332038568917,5,5,3,3,1,NA,1,1,6,0,1,NA,1,3,2,1,3,3,2,3,2,2,4,5,1,3,4,9,0,0,2,1,NA,NA,2,1,0,1,3,0,5,NA,68,0,1,0,0,0,5,0,5,5,1,1,0,85,7,NA,3,4,4,3,3,NA,1,5,NA,-0.456622470289279,1.77425388478407,1.55009709908956,-0.470919878321382,-0.553431469783823,-0.45679653401091,-0.478878429555642,-0.553750246025585,1.7747540452543,1.55031778447395
"302",302,NA,0.640912419934959,4,5,4,5,3,NA,1,1,8,2,1,NA,1,3,3,3,3,3,NA,3,2,3,4,2,3,2,6,42,0,0,18,1,NA,NA,1,1,0,1,3,0,6,12,66,0,1,0,0,0,4,50,4,3,4,1,70,85,NA,2,2,3,3,1,1,2,NA,2,NA,0.185715313275134,0.542879648136645,0.185568193548252,0.531169605147656,1.21871791328657,0.185786107641807,0.540146377442165,1.21941989417739,0.543032685389327,0.18559461265977
"303",303,NA,0.869710912779039,5,2,3,5,2,1,NA,NA,8,2,0,NA,1,3,3,3,3,3,3,3,1,3,4,2,5,1,7,26,0,0,7,2,NA,NA,2,2,0,1,2,1,3,2,43,1,0,0,0,0,2,50,1,1,5,NA,60,50,NA,1,2,1,3,3,3,NA,2,4,10,0.502132268044597,-1.07854556388165,-1.16201571891013,0.999970492470792,1.21871791328657,0.502323680024984,1.01687000502788,1.21941989417739,-1.07884960484276,-1.16218115363403
"304",304,NA,1.11335471936458,4,5,4,4,2,NA,1,1,6,0,1,1,1,3,2,2,2,2,NA,3,3,2,4,3,NA,3,4,34,0,0,3,1,NA,NA,1,1,0,1,3,0,3,20,72,0,1,0,0,0,4,85,3,3,2,2,50,60,4,2,2,2,2,3,3,NA,1,5,NA,-0.293662055891803,0.542879648136645,-1.17896071199305,0.194281817778552,-0.646346866118733,-0.29377399937614,0.197565182681701,-0.646719161580963,0.543032685389327,-1.17912855915441
