"","X1","ID","weights","consq","branches","crit","facts","cong_courts","vote_duty","vote_2020","vote_house","yrs_sen","sen_diff","vote_2012","vote_sen","reg","ss","school","welfare","highway","poor","healthcare","tax_mill","ubi","red_ineq","min_wage","chance_life","job_gov","fair","reduce_extra","state","wy","ny","cong_dist","census_region","county","zip","sex","race","hisp","born","class","fs","educ","income","age","black","white","amind","asian","pi","black_favors","blm","black_deserve","black_try","slave","vote_2012_choice","dem_feel","rep_feel","lib_con_spec","lib_con_binary","int_camp","int_pol","int_med","party_reg","party_id","strong_weak","ind","seven_point","partisanship","lib_pca1","rr_pca1","pol_pca1","redist_pca1","spend_pca1","lib_pca1_scaled","redist_pca1_scaled","spend_pca1_scaled","rr_pca1_scaled","pol_pca1_scaled"
"6164",6164,NA,0.7993195,4,5,5,4,3,3,1,1,4,2,1,1,1,3,3,3,3,3,1,3,1,3,4,5,5,1,7,22,0,0,2,3,NA,NA,2,1,0,1,3,1,6,10,69,0,1,0,0,0,1,85,1,1,4,1,85,15,2,NA,3,4,3,1,1,1,NA,1,70,0.0072409463731869,-1.46859653925251,0.859360149777445,0.999970492470792,1.21871791328657,0.00724370660982862,1.01687000502788,1.21941989417739,-1.46901053520988,0.85948249580667
"6165",6165,NA,1.140439,5,5,5,5,3,NA,1,1,6,0,1,NA,1,2,3,3,3,3,3,3,1,3,4,4,6,2,7,53,0,0,2,4,NA,NA,2,1,0,1,3,1,6,21,64,0,1,0,0,0,1,80,2,1,4,1,60,0,2,NA,3,3,3,1,1,1,NA,1,60,1.10393827257458,-1.46859653925251,0.185568193548252,1.23437093613236,1.21871791328657,1.10435909199692,1.25523181882074,1.21941989417739,-1.46901053520988,0.18559461265977
"6166",6166,NA,0.1860324,5,2,NA,3,1,1,NA,NA,4,2,1,NA,1,3,3,2,2,3,1,1,3,1,4,2,3,1,2,24,0,0,2,3,NA,NA,2,2,0,1,3,1,3,1,67,1,0,0,0,0,5,70,2,2,5,1,100,60,NA,2,3,3,4,1,1,1,NA,1,40,-0.239590279308656,0.512268992869226,0.876305142860362,-0.535407587144148,0.63392441702595,-0.239681610722235,-0.544455981382011,0.634289557163895,0.512413401007515,0.87642990132705
"6167",6167,NA,0.9995916,5,5,5,4,3,3,1,1,6,0,1,1,1,3,2,2,3,2,NA,3,2,1,3,3,2,3,2,5,0,0,4,3,NA,NA,1,1,0,1,2,0,2,NA,77,0,1,0,0,0,3,50,3,3,3,2,15,85,6,NA,3,4,3,2,2,1,NA,7,NA,0.624560903407639,0.152828672765782,0.859360149777445,-1.29986781775812,-0.646346866118733,0.624798984978973,-1.32183559848181,-0.646719161580963,0.152871755022211,0.85948249580667
"6168",6168,NA,2.47247,5,5,4,4,3,NA,1,1,6,0,1,1,1,2,3,1,2,2,NA,3,2,1,3,2,1,2,1,1,0,0,2,3,NA,NA,2,1,0,1,2,0,2,10,34,0,1,0,0,0,4,50,3,3,4,2,0,50,5,NA,3,3,4,3,3,NA,2,4,NA,0.323657901142649,0.542879648136645,0.876305142860362,-1.53426826141969,-0.628577971830207,0.323781278993005,-1.56019741227467,-0.628940032418472,0.543032685389327,0.87642990132705
"6169",6169,NA,0.7638738,5,5,5,5,3,NA,1,1,4,2,1,1,1,3,3,2,3,3,3,3,3,3,4,5,5,3,6,25,0,0,2,1,NA,NA,2,1,0,1,2,1,6,10,57,0,1,0,0,0,1,80,2,1,5,1,75,0,NA,1,1,2,2,3,3,NA,3,3,75,1.10393827257458,-1.46859653925251,-1.17896071199305,0.999970492470792,0.63392441702595,1.10435909199692,1.01687000502788,0.634289557163895,-1.46901053520988,-1.17912855915441
"6170",6170,NA,0.4369605,5,5,5,5,3,NA,1,1,7,1,1,NA,1,2,3,2,3,2,1,3,2,3,4,4,5,1,6,24,0,0,1,3,NA,NA,2,1,0,1,3,0,3,11,72,0,1,0,0,0,2,70,3,1,5,1,60,30,3,NA,3,3,3,1,1,1,NA,1,30,1.10393827257458,-1.07854556388165,0.185568193548252,0.999970492470792,-0.0437844755695834,1.10435909199692,1.01687000502788,-0.0438096954049769,-1.07884960484276,0.18559461265977
"6171",6171,NA,0.2462707,1,4,1,1,1,NA,1,0,4,2,0,2,1,3,3,3,3,3,NA,1,3,3,4,1,NA,5,7,37,0,0,10,3,NA,NA,1,1,0,1,4,0,1,1,42,0,1,0,0,0,1,0,3,4,1,NA,50,50,4,2,1,1,3,3,3,NA,2,4,0,-4.48646304129094,-0.206611647337662,-1.16201571891013,0.727570413924454,1.21871791328657,-4.48817327349532,0.73986636209379,1.21941989417739,-0.206669890963094,-1.16218115363403
"6172",6172,NA,NA,5,5,3,4,2,NA,NA,NA,4,2,0,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,6,0,0,50,4,NA,NA,2,1,0,1,NA,NA,6,1,26,0,1,0,0,0,NA,NA,NA,NA,NA,NA,50,50,4,2,2,NA,NA,3,3,NA,1,5,0,0.0227548988776589,0,0,-0.430801252438367,-0.646346866118733,0.0227635730070367,-0.438081798444484,-0.646719161580963,4.82707614439631e-17,1.10714582678795e-16
"6173",6173,NA,0.08031321,4,3,2,4,2,NA,1,1,4,2,1,1,1,3,3,3,3,3,3,3,1,3,4,2,4,3,6,40,0,0,2,3,NA,NA,1,1,0,1,1,0,3,4,69,0,1,0,0,0,4,15,3,3,4,2,40,85,NA,2,3,2,3,2,2,1,NA,7,NA,-0.895468060421783,0.542879648136645,-0.488223762680942,0.765570048809224,1.21871791328657,-0.895809411348076,0.778508191235025,1.21941989417739,0.543032685389327,-0.488293270487131
"6174",6174,NA,0.6054542,5,5,5,3,3,1,1,1,4,2,0,NA,1,3,3,3,2,3,3,3,1,3,4,5,7,1,7,32,0,0,1,4,NA,NA,2,3,1,1,2,1,3,10,46,0,0,1,0,0,2,85,2,1,4,NA,70,50,4,2,1,3,3,2,2,2,NA,6,20,0.145183534240702,-1.07854556388165,0.185568193548252,1.46877137979393,1.21871791328657,0.145238877961026,1.4935936326136,1.21941989417739,-1.07884960484276,0.18559461265977
"6175",6175,NA,1.227962,5,5,4,5,3,NA,1,0,4,2,0,NA,1,2,3,2,3,3,1,3,1,2,4,5,7,2,4,36,0,1,8,1,NA,NA,1,1,0,1,3,0,6,22,36,0,1,0,0,0,2,100,2,1,5,NA,60,0,2,NA,3,4,3,1,1,1,NA,1,60,0.803035270309587,-1.07854556388165,0.859360149777445,0.935482783648026,0.63392441702595,0.803341386010952,0.951292453201516,0.634289557163895,-1.07884960484276,0.85948249580667
"6176",6176,NA,0.2303297,5,5,5,4,3,3,1,1,6,0,1,1,1,3,3,3,3,3,1,3,3,2,4,4,5,2,4,27,0,0,4,2,NA,NA,1,1,0,1,4,1,7,13,69,0,1,0,0,0,2,70,2,2,4,1,75,30,2,NA,3,3,3,1,1,2,NA,2,45,0.624560903407639,-0.657883933243365,0.185568193548252,0.46668189632489,1.21871791328657,0.624798984978973,0.474568825615796,1.21941989417739,-0.658069390093834,0.18559461265977
"6177",6177,NA,0.6940618,5,5,5,3,3,1,1,1,6,0,0,NA,1,3,3,3,3,3,NA,2,2,2,4,3,4,3,4,12,0,0,21,3,NA,NA,1,3,1,0,4,0,7,17,50,0,0,1,0,0,5,30,3,3,2,NA,85,0,4,1,2,3,2,3,3,NA,2,4,85,0.145183534240702,0.932930623507509,-0.505168755763859,0.232281452663322,1.21871791328657,0.145238877961026,0.236207011822937,1.21941989417739,0.933193615756443,-0.50524067600751
"6178",6178,NA,0.4076097,5,5,5,5,3,NA,1,1,6,0,1,NA,1,2,3,3,2,2,2,3,1,1,4,5,4,3,3,42,0,0,6,1,NA,NA,2,1,0,1,3,0,8,21,49,0,1,0,0,0,1,80,1,2,5,1,80,30,3,NA,3,3,3,1,1,1,NA,1,50,1.10393827257458,-1.04793490861423,0.185568193548252,-0.301007143482581,0.54100902069104,1.10435909199692,-0.306094167589152,0.541320641608518,-1.04823032046095,0.18559461265977
"6179",6179,NA,1.020462,4,4,4,4,1,NA,1,1,20,14,1,1,1,3,1,1,2,2,NA,2,2,2,4,4,2,4,4,28,0,0,3,3,NA,NA,1,1,0,1,3,0,3,5,50,0,1,0,0,0,5,0,5,5,1,2,0,70,7,NA,3,3,4,2,2,1,NA,7,NA,-0.293662055891803,1.77425388478407,0.876305142860362,-0.236519434659814,-1.83370275292851,-0.29377399937614,-0.240516615762783,-1.83475896477044,1.7747540452543,0.87642990132705
"6180",6180,NA,1.757596,5,5,3,4,3,1,1,1,6,0,1,1,1,3,3,1,2,2,NA,3,2,2,4,4,3,2,4,48,0,0,12,3,NA,NA,2,1,0,1,2,0,6,18,46,0,1,0,0,0,5,0,5,3,1,2,0,85,5,NA,2,2,2,2,2,1,NA,7,NA,0.0227548988776589,0.932930623507509,-1.17896071199305,-0.00211899099824636,-0.628577971830207,0.0227635730070367,-0.00215480196992291,-0.628940032418472,0.933193615756443,-1.17912855915441
"6181",6181,NA,NA,5,5,5,5,3,3,NA,NA,6,0,0,NA,1,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,0,13,3,NA,NA,2,1,0,1,NA,NA,4,8,24,0,1,0,0,0,NA,NA,NA,NA,NA,NA,85,0,2,NA,2,NA,NA,1,1,2,NA,2,85,1.10393827257458,0,0,0,1.21871791328657,1.10435909199692,-2.85825663801539e-17,1.21941989417739,4.82707614439631e-17,1.10714582678795e-16
"6182",6182,NA,0.1671651,5,4,5,5,3,3,1,1,6,0,1,NA,1,3,3,2,3,3,1,2,2,2,4,2,6,2,4,12,0,0,27,3,NA,NA,2,2,0,0,3,1,5,1,71,1,0,0,0,0,1,100,4,2,4,1,85,70,4,2,2,3,3,1,1,1,NA,1,15,1.10393827257458,-1.04793490861423,0.185568193548252,0.701082339986458,0.63392441702595,1.10435909199692,0.712930639408656,0.634289557163895,-1.04823032046095,0.18559461265977
"6183",6183,NA,0.4233919,5,5,5,4,3,NA,1,0,4,2,1,2,1,2,3,2,2,3,1,3,1,3,3,4,5,1,7,46,0,0,1,2,NA,NA,1,1,0,1,3,0,4,11,76,0,1,0,0,0,2,85,2,1,4,2,70,30,NA,1,3,3,3,1,1,2,NA,2,40,0.624560903407639,-1.07854556388165,0.185568193548252,0.46991070551839,0.63392441702595,0.624798984978973,0.477852201720941,0.634289557163895,-1.07884960484276,0.18559461265977
"6184",6184,NA,0.4400154,5,5,5,5,3,NA,NA,NA,4,2,0,NA,1,3,3,3,2,3,3,3,1,3,4,5,7,1,7,55,0,0,5,2,NA,NA,1,1,0,1,2,0,3,8,25,0,1,0,0,0,1,100,1,1,5,NA,65,0,1,NA,2,4,3,5,5,NA,3,NA,65,1.10393827257458,-1.46859653925251,0.859360149777445,1.46877137979393,1.21871791328657,1.10435909199692,1.4935936326136,1.21941989417739,-1.46901053520988,0.85948249580667
"6185",6185,NA,0.2022782,5,3,2,3,2,3,NA,NA,4,2,0,NA,0,3,3,3,1,3,1,2,3,2,4,4,NA,2,4,9,0,0,1,1,NA,NA,2,1,0,1,1,1,3,2,28,0,1,0,0,0,1,100,1,1,5,NA,50,50,4,1,1,2,3,3,3,NA,2,4,0,-0.757525472554269,-1.46859653925251,-0.488223762680942,0.194281817778552,1.21871791328657,-0.757814239996878,0.197565182681701,1.21941989417739,-1.46901053520988,-0.488293270487131
"6186",6186,NA,1.323677,4,3,4,1,1,NA,NA,NA,2,4,0,NA,0,2,2,2,2,2,NA,2,3,2,4,5,NA,2,4,19,0,0,2,2,NA,NA,2,1,0,1,2,1,1,5,37,0,1,0,0,0,3,40,5,3,1,NA,50,50,1,NA,2,2,2,3,3,NA,3,3,0,-1.73179416339262,0.152828672765782,-1.17896071199305,0.194281817778552,-0.646346866118733,-1.73245432042998,0.197565182681701,-0.646719161580963,0.152871755022211,-1.17912855915441
"6187",6187,NA,1.190406,4,4,1,4,3,NA,1,1,4,2,1,1,1,3,3,3,3,3,1,1,3,3,4,5,6,1,7,28,0,0,2,3,NA,NA,2,2,0,1,2,0,6,5,70,1,0,0,0,0,3,70,1,1,5,1,60,50,NA,2,2,2,3,1,1,1,NA,1,10,-1.19637106268677,-0.688494588510784,-0.488223762680942,1.23437093613236,1.21871791328657,-1.19682711733404,1.25523181882074,1.21941989417739,-0.688688674475645,-0.488293270487131
"6188",6188,NA,2.972139,4,4,3,5,3,1,NA,NA,6,0,0,NA,0,2,3,2,2,2,NA,1,3,1,4,4,4,4,2,48,0,0,2,3,NA,NA,2,1,0,1,2,1,6,NA,45,0,1,0,0,0,4,65,3,2,3,NA,30,40,4,2,1,1,2,3,3,NA,2,4,NA,-0.115187688989856,0.122218017498362,-1.85275266822225,-0.301007143482581,-0.0437844755695834,-0.115231598344161,-0.306094167589152,-0.0438096954049769,0.122252470640399,-1.85301644230131
"6189",6189,NA,0.2091444,5,3,3,4,2,1,1,1,4,2,1,1,1,2,2,1,3,1,NA,2,2,1,3,1,1,5,1,31,0,0,1,2,NA,NA,2,1,0,1,3,0,4,8,62,0,1,0,0,0,5,0,5,5,1,1,0,85,6,NA,3,3,3,2,2,1,NA,7,NA,0.0227548988776589,1.77425388478407,0.185568193548252,-1.53426826141969,-1.90884925497489,0.0227635730070367,-1.56019741227467,-1.90994875116333,1.7747540452543,0.18559461265977
"6190",6190,NA,1.105921,5,5,5,5,3,3,1,1,6,0,1,1,1,2,3,2,3,2,1,3,2,1,4,5,4,1,2,51,0,0,6,3,NA,NA,1,1,0,1,4,0,6,22,46,0,1,0,0,0,1,85,1,1,5,1,60,0,3,NA,3,4,4,3,3,NA,3,3,60,1.10393827257458,-1.46859653925251,1.55009709908956,-0.301007143482581,-0.0437844755695834,1.10435909199692,-0.306094167589152,-0.0438096954049769,-1.46901053520988,1.55031778447395
"6191",6191,NA,0.4661055,3,4,2,4,3,NA,1,1,4,2,1,1,1,2,2,1,2,2,NA,3,2,1,3,2,2,2,1,47,0,0,5,3,NA,NA,2,1,0,1,3,0,7,22,65,0,1,0,0,0,5,10,5,4,1,2,30,70,5,NA,2,2,2,2,2,2,NA,6,NA,-1.51278801745624,1.35359225414579,-1.17896071199305,-1.29986781775812,-1.23114036237936,-1.51336468971722,-1.32183559848181,-1.23184949859446,1.35397383050537,-1.17912855915441
"6192",6192,NA,0.1895366,4,5,4,3,3,3,1,1,6,0,1,1,1,2,3,3,3,3,1,3,3,3,4,4,6,2,6,17,0,0,6,2,NA,NA,2,1,0,1,3,0,6,9,65,0,1,0,0,0,1,100,3,1,5,1,100,0,2,NA,3,4,4,1,1,1,NA,1,100,-0.773039425058741,-1.46859653925251,1.55009709908956,1.23437093613236,1.21871791328657,-0.773334106394086,1.25523181882074,1.21941989417739,-1.46901053520988,1.55031778447395
"6193",6193,NA,1.067368,5,4,5,5,3,NA,1,1,6,0,1,NA,1,3,3,3,3,3,3,3,1,3,4,5,5,2,7,11,0,0,1,3,NA,NA,1,1,0,1,3,0,6,20,44,0,1,0,0,0,1,75,1,1,5,1,55,0,2,NA,2,3,3,3,3,NA,3,3,55,1.10393827257458,-1.46859653925251,0.185568193548252,0.999970492470792,1.21871791328657,1.10435909199692,1.01687000502788,1.21941989417739,-1.46901053520988,0.18559461265977
"6194",6194,NA,0.3906672,5,5,5,5,3,3,1,1,4,2,0,1,1,3,3,3,2,3,1,3,1,3,4,5,6,1,6,51,0,0,8,3,NA,NA,2,1,0,1,2,0,6,10,28,0,1,0,0,0,3,100,1,1,5,NA,60,0,1,NA,2,2,3,1,1,2,NA,2,60,1.10393827257458,-0.688494588510784,-0.488223762680942,1.23437093613236,1.21871791328657,1.10435909199692,1.25523181882074,1.21941989417739,-0.688688674475645,-0.488293270487131
"6195",6195,NA,NA,5,5,2,4,3,3,NA,NA,8,2,1,NA,1,3,3,2,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,26,0,0,5,2,NA,NA,2,1,0,1,NA,NA,7,19,31,0,1,0,0,0,NA,NA,NA,NA,NA,1,70,30,2,NA,3,NA,NA,1,1,1,NA,1,40,-0.278148103387331,0,0,0.0379996348847694,-0.0437844755695834,-0.278254132978931,0.0386418291412352,-0.0438096954049769,4.82707614439631e-17,1.10714582678795e-16
"6196",6196,NA,0.4059981,5,2,4,4,1,NA,1,0,8,2,1,2,1,3,1,3,2,1,1,3,1,3,4,2,NA,2,6,13,0,0,5,3,NA,NA,1,2,0,1,4,1,3,4,30,1,0,0,0,0,4,60,1,1,4,1,50,15,NA,2,2,2,2,3,3,NA,2,4,35,0.323657901142649,-0.298443613139921,-1.17896071199305,0.727570413924454,-1.34182465300279,0.323781278993005,0.73986636209379,-1.34259754331233,-0.298527744108529,-1.17912855915441
"6197",6197,NA,0.3445535,5,4,3,4,3,3,1,1,4,2,1,NA,1,2,2,2,3,2,NA,2,2,1,3,2,3,4,1,9,0,0,4,1,NA,NA,2,1,0,1,3,1,8,8,80,0,1,0,0,0,4,0,4,2,4,1,15,70,6,NA,3,3,4,3,3,NA,1,5,NA,0.0227548988776589,0.122218017498362,0.876305142860362,-1.06546737409655,-0.646346866118733,0.0227635730070367,-1.08347378468895,-0.646719161580963,0.122252470640399,0.87642990132705
"6198",6198,NA,0.487304,5,5,5,4,2,NA,NA,NA,2,4,0,NA,0,2,2,2,2,2,3,3,1,3,4,4,6,2,7,51,0,0,10,3,NA,NA,2,1,0,0,3,0,7,13,41,0,1,0,0,0,4,100,3,4,4,NA,50,50,3,NA,2,2,2,3,3,NA,2,4,0,0.624560903407639,0.963541278774928,-1.17896071199305,1.23437093613236,-0.646346866118733,0.624798984978973,1.25523181882074,-0.646719161580963,0.963812900138255,-1.17912855915441
"6199",6199,NA,0.4216625,5,5,5,5,3,NA,1,1,6,0,1,1,1,3,3,3,3,3,3,3,1,3,4,5,6,1,7,26,0,0,8,2,NA,NA,2,1,0,1,2,1,3,NA,58,0,1,0,0,0,1,85,1,1,5,1,80,10,3,NA,3,4,4,1,1,2,NA,2,70,1.10393827257458,-1.46859653925251,1.55009709908956,1.23437093613236,1.21871791328657,1.10435909199692,1.25523181882074,1.21941989417739,-1.46901053520988,1.55031778447395
"6200",6200,NA,0.05230759,5,5,4,4,3,NA,1,1,6,0,1,1,1,2,1,1,2,2,2,3,2,1,3,3,4,4,1,13,0,0,10,3,NA,NA,1,1,0,1,3,0,7,1,29,0,1,0,0,0,2,30,2,2,4,2,0,60,5,NA,3,3,3,2,2,2,NA,6,NA,0.323657901142649,-0.657883933243365,0.185568193548252,-0.831066930434982,-1.83370275292851,0.323781278993005,-0.845111970896094,-1.83475896477044,-0.658069390093834,0.18559461265977
"6201",6201,NA,0.3102178,5,4,2,5,3,1,1,1,6,0,1,NA,1,3,2,2,2,2,1,3,2,3,4,2,2,1,6,12,0,0,2,3,NA,NA,2,1,0,1,2,1,4,11,78,0,1,0,0,0,4,70,3,1,4,2,0,85,5,NA,2,3,3,3,3,NA,1,5,NA,0.201229265779606,-0.298443613139921,0.185568193548252,0.296769161486088,-0.646346866118733,0.201305974039015,0.301784563649306,-0.646719161580963,-0.298527744108529,0.18559461265977
"6202",6202,NA,2.14876,5,5,5,5,3,3,1,1,6,0,1,NA,1,3,2,2,3,3,3,3,1,3,4,5,3,2,7,6,0,0,49,4,NA,NA,1,1,0,1,4,0,6,21,50,0,1,0,0,0,1,85,2,1,5,1,70,0,2,NA,3,3,3,1,1,1,NA,1,70,1.10393827257458,-1.46859653925251,0.185568193548252,0.531169605147656,0.0313620264768003,1.10435909199692,0.540146377442165,0.0313800909879099,-1.46901053520988,0.18559461265977
"6203",6203,NA,1.359834,4,3,2,2,2,3,NA,NA,4,2,1,NA,1,3,3,2,2,2,NA,3,2,1,4,3,NA,2,3,54,0,0,2,3,NA,NA,2,6,0,1,2,0,5,7,35,0,0,0,0,0,4,40,3,3,2,1,40,50,4,2,1,1,2,3,3,NA,2,4,NA,-1.85422279875566,0.542879648136645,-1.85275266822225,-0.33900677836735,-0.0437844755695834,-1.85492962538397,-0.344735996730387,-0.0438096954049769,0.543032685389327,-1.85301644230131
"6204",6204,NA,0.235472,5,5,5,4,3,3,1,1,6,0,1,1,1,2,2,2,3,3,1,1,1,2,4,4,5,1,4,48,0,0,3,3,NA,NA,1,1,0,1,3,0,8,16,75,0,1,0,0,0,2,80,2,2,4,2,25,25,6,NA,3,3,2,3,3,NA,1,5,0,0.624560903407639,-0.657883933243365,-0.505168755763859,0.46668189632489,0.0313620264768003,0.624798984978973,0.474568825615796,0.0313800909879099,-0.658069390093834,-0.50524067600751
"6205",6205,NA,0.9726792,5,5,5,4,3,NA,1,1,6,0,1,1,1,3,2,1,3,2,NA,3,2,2,4,3,4,3,4,25,0,0,3,1,NA,NA,2,1,0,1,3,0,6,21,60,0,1,0,0,0,3,50,2,4,4,2,50,40,5,NA,2,2,2,2,2,2,NA,6,10,0.624560903407639,0.573490303404064,-1.17896071199305,0.232281452663322,-1.23114036237936,0.624798984978973,0.236207011822937,-1.23184949859446,0.573651969771139,-1.17912855915441
"6206",6206,NA,0.7840766,4,4,5,1,2,NA,1,1,2,4,1,1,1,2,2,2,3,3,1,3,3,3,4,5,4,1,6,34,0,0,5,1,NA,NA,2,2,0,0,3,0,8,22,45,1,0,0,0,0,1,85,1,1,5,1,60,0,4,1,2,4,3,1,1,1,NA,1,60,-1.43089116112763,-1.46859653925251,0.859360149777445,0.765570048809224,0.0313620264768003,-1.43143661444401,0.778508191235025,0.0313800909879099,-1.46901053520988,0.85948249580667
"6207",6207,NA,0.1822924,5,5,5,4,3,3,1,1,6,0,1,1,1,3,3,3,3,3,3,3,1,3,1,5,NA,1,7,13,0,0,1,3,NA,NA,2,2,0,1,2,0,5,2,74,1,0,0,0,0,1,90,1,1,5,1,70,15,NA,1,3,3,3,1,1,1,NA,1,55,0.624560903407639,-1.46859653925251,0.185568193548252,-0.862608946932751,1.21871791328657,0.624798984978973,-0.877187047827039,1.21941989417739,-1.46901053520988,0.18559461265977
"6208",6208,NA,1.546834,4,4,2,4,1,NA,1,1,4,2,1,1,1,3,3,1,3,1,1,3,2,1,3,2,2,4,1,48,0,0,3,3,NA,NA,2,1,0,1,3,1,6,18,44,0,1,0,0,0,5,0,5,4,1,2,0,90,6,NA,3,3,3,2,2,1,NA,7,NA,-0.895468060421783,1.35359225414579,0.185568193548252,-1.29986781775812,-1.30628686442574,-0.895809411348076,-1.32183559848181,-1.30703928498734,1.35397383050537,0.18559461265977
"6209",6209,NA,0.9792194,4,4,3,4,3,NA,1,1,4,2,1,1,1,2,2,1,2,1,2,1,2,1,4,4,2,5,2,26,0,0,8,2,NA,NA,1,1,0,1,3,0,7,19,35,0,1,0,0,0,3,30,2,2,4,2,0,30,6,NA,3,4,4,5,5,NA,1,NA,NA,-0.594565058156793,-0.267832957872501,1.55009709908956,-0.769808030805716,-1.90884925497489,-0.594791705362108,-0.782817795174871,-1.90994875116333,-0.267908459726717,1.55031778447395
"6210",6210,NA,0.6553203,5,5,4,5,3,3,1,1,6,0,1,NA,1,2,1,1,2,2,NA,2,2,2,4,5,3,3,4,25,0,0,6,1,NA,NA,2,1,0,1,3,0,NA,20,66,0,1,0,0,0,2,15,4,2,2,2,30,70,6,NA,2,3,3,2,2,1,NA,7,NA,0.803035270309587,-0.657883933243365,0.185568193548252,-0.00211899099824636,-1.83370275292851,0.803341386010952,-0.00215480196992291,-1.83475896477044,-0.658069390093834,0.18559461265977
"6211",6211,NA,0.08904819,5,5,4,3,3,NA,1,0,4,2,0,1,1,2,3,1,2,2,1,3,2,3,4,5,5,1,7,47,0,0,2,3,NA,NA,2,1,0,1,2,0,6,4,25,0,1,0,0,0,2,100,2,2,4,NA,60,40,2,NA,2,2,2,3,3,NA,3,3,20,-0.155719468024288,-0.657883933243365,-1.17896071199305,0.999970492470792,-0.628577971830207,-0.155778828024942,1.01687000502788,-0.628940032418472,-0.658069390093834,-1.17912855915441
"6212",6212,NA,0.9810531,5,5,5,5,3,3,1,1,4,2,1,1,1,3,3,1,3,2,NA,3,2,2,3,4,1,4,4,51,0,0,4,3,NA,NA,1,1,0,1,2,1,6,10,35,0,1,0,0,0,4,15,3,3,2,2,15,60,6,NA,2,3,2,3,3,NA,1,5,NA,1.10393827257458,0.542879648136645,-0.505168755763859,-1.00097966527378,-0.628577971830207,1.10435909199692,-1.01789623286258,-0.628940032418472,0.543032685389327,-0.50524067600751
"6213",6213,NA,3.507316,5,5,5,5,3,NA,NA,NA,8,2,0,NA,0,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,0,3,2,NA,NA,2,1,0,1,NA,NA,3,22,19,0,1,0,0,0,NA,50,NA,NA,NA,NA,0,100,7,NA,2,NA,NA,2,2,1,NA,7,NA,1.10393827257458,0,0,0,-0.646346866118733,1.10435909199692,-2.85825663801539e-17,-0.646719161580963,4.82707614439631e-17,1.10714582678795e-16
"6214",6214,NA,1.329099,5,5,5,5,3,NA,1,1,4,2,1,NA,1,3,3,3,3,3,3,3,1,1,4,5,7,1,1,24,0,0,2,3,NA,NA,2,2,0,1,2,0,7,8,NA,1,0,0,0,0,1,100,1,1,4,1,100,50,7,NA,3,3,2,1,1,1,NA,1,50,1.10393827257458,-1.46859653925251,-0.505168755763859,0.402194187502123,1.21871791328657,1.10435909199692,0.408991273789427,1.21941989417739,-1.46901053520988,-0.50524067600751
"6215",6215,NA,0.4351129,3,3,3,3,1,1,NA,NA,6,0,0,NA,1,2,2,1,3,3,1,3,2,2,4,3,4,2,4,37,0,0,9,3,NA,NA,2,1,0,1,3,0,2,2,75,0,1,0,0,0,3,50,2,3,3,NA,50,50,4,2,2,2,2,3,3,NA,2,4,0,-1.69126238435818,0.152828672765782,-1.17896071199305,0.232281452663322,-0.553431469783823,-1.6919070907492,0.236207011822937,-0.553750246025585,0.152871755022211,-1.17912855915441
"6216",6216,NA,0.2366195,5,5,5,5,3,3,1,1,6,0,1,1,1,3,2,2,3,2,NA,1,2,1,3,3,2,2,1,47,0,0,3,3,NA,NA,1,1,0,1,3,0,3,13,80,0,1,0,0,0,5,0,2,4,4,2,0,100,7,NA,3,4,4,2,2,1,NA,7,NA,1.10393827257458,1.35359225414579,1.55009709908956,-1.29986781775812,-0.646346866118733,1.10435909199692,-1.32183559848181,-0.646719161580963,1.35397383050537,1.55031778447395
"6217",6217,NA,0.5502879,5,5,5,5,3,3,1,1,6,0,0,NA,1,3,3,1,3,1,1,1,2,2,3,1,1,2,4,12,0,0,17,3,NA,NA,1,1,0,1,2,0,4,6,37,0,1,0,0,0,4,50,5,5,2,NA,0,50,6,NA,2,2,3,5,5,NA,1,NA,NA,1.10393827257458,1.38420290941321,-0.488223762680942,-1.00097966527378,-1.30628686442574,1.10435909199692,-1.01789623286258,-1.30703928498734,1.38459311488718,-0.488293270487131
"6218",6218,NA,NA,5,4,2,4,1,NA,NA,NA,4,2,1,NA,1,3,3,2,3,2,NA,NA,NA,NA,NA,NA,4,NA,NA,6,0,0,52,4,NA,NA,2,6,0,0,NA,NA,3,1,36,0,0,0,0,0,NA,NA,NA,NA,NA,1,60,50,5,NA,3,NA,NA,3,3,NA,3,3,10,-0.278148103387331,0,0,0.0379996348847694,-0.0437844755695834,-0.278254132978931,0.0386418291412352,-0.0438096954049769,4.82707614439631e-17,1.10714582678795e-16
"6219",6219,NA,3.482701,4,5,3,2,2,3,1,1,4,2,1,1,1,3,2,2,3,2,NA,3,2,2,4,1,1,4,4,26,0,0,9,2,NA,NA,2,1,0,1,3,0,2,18,63,0,1,0,0,0,5,40,4,2,4,2,0,100,7,NA,3,4,3,2,2,1,NA,7,NA,-1.55331979649067,0.512268992869226,0.859360149777445,-0.470919878321382,-0.646346866118733,-1.553911919398,-0.478878429555642,-0.646719161580963,0.512413401007515,0.85948249580667
